nodeId,date,substation,action,energy_shifted_kwh,energy_curtailed_kwh,molp_alpha,gcs_score,predicted_load_w,optimised_load_w,power_deviation_ratio,substation_pred_peak_mw,actual_substation_peak_mw,forecast_error_mw,stress_threshold_mw,rebate_bdt,temp_max_c,price_multiplier_norm,appliance_alpha,explanation,label
DR_KAL_00397,2024-04-29,Kalyanpur,DR_CURTAIL+SHIFT,4.794,0.698,0.6,0.798,1271.3,355.9,0.72,123.98,132.0,-8.02,117.94,2.09,41.1,1.0,0.7,"On 2024-04-29, a high-impact event (GCS=0.80) at Kalyanpur substation passed the Priority Pool filter. Household KHH0061 (middle tier) shifted 4.79 kWh of schedulable load to off-peak hours and curtailed 0.70 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 2.1 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 124.0 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00398,2024-09-02,Kalyanpur,DR_CURTAIL+SHIFT,3.93,0.682,0.6,0.798,1067.6,298.9,0.7201,118.79,126.0,-7.21,117.94,2.05,23.8,1.0,0.7,"On 2024-09-02, a high-impact event (GCS=0.80) at Kalyanpur substation passed the Priority Pool filter. Household KHH0084 (middle tier) shifted 3.93 kWh of schedulable load to off-peak hours and curtailed 0.68 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 2.0 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 118.8 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00399,2026-04-22,Kalyanpur,DR_CURTAIL+SHIFT,3.46,0.715,0.6,0.7978,967.1,271.3,0.7195,119.49,129.0,-9.51,117.94,2.15,37.3,1.0,0.7,"On 2026-04-22, a high-impact event (GCS=0.80) at Kalyanpur substation passed the Priority Pool filter. Household KHH0053 (middle tier) shifted 3.46 kWh of schedulable load to off-peak hours and curtailed 0.71 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 2.1 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 119.5 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00000,2024-09-22,Dhanmondi,DR_CURTAIL+SHIFT,6.223,0.316,0.6,0.8496,1284.0,194.1,0.8489,163.25,148.4,14.85,145.93,0.95,34.5,1.0,0.7,"On 2024-09-22, a high-impact event (GCS=0.85) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 6.22 kWh of schedulable load to off-peak hours and curtailed 0.32 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 0.9 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 163.2 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00001,2025-05-04,Dhanmondi,DR_CURTAIL+SHIFT,5.758,0.31,0.6,0.8478,1197.4,186.1,0.8446,147.66,149.0,-1.34,145.93,0.93,36.6,1.0,0.7,"On 2025-05-04, a high-impact event (GCS=0.85) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.76 kWh of schedulable load to off-peak hours and curtailed 0.31 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 0.9 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 147.7 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00002,2024-06-05,Dhanmondi,DR_CURTAIL+SHIFT,6.07,0.388,0.6,0.8474,1275.9,199.6,0.8436,175.14,173.0,2.13,145.93,1.16,30.2,1.0,0.7,"On 2024-06-05, a high-impact event (GCS=0.85) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 6.07 kWh of schedulable load to off-peak hours and curtailed 0.39 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.2 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 175.1 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00003,2024-04-21,Dhanmondi,DR_CURTAIL+SHIFT,6.375,0.38,0.6,0.8464,1338.8,212.9,0.8409,165.73,182.0,-16.27,145.93,1.14,38.8,1.0,0.7,"On 2024-04-21, a high-impact event (GCS=0.85) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 6.38 kWh of schedulable load to off-peak hours and curtailed 0.38 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.1 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 165.7 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00004,2024-05-17,Dhanmondi,DR_CURTAIL+SHIFT,6.671,0.53,0.6,0.8462,1428.0,227.9,0.8404,150.44,151.0,-0.56,145.93,1.59,40.3,1.0,0.7,"On 2024-05-17, a high-impact event (GCS=0.85) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 6.67 kWh of schedulable load to off-peak hours and curtailed 0.53 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.6 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 150.4 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00005,2024-05-19,Dhanmondi,DR_CURTAIL+SHIFT,5.874,0.397,0.6,0.8459,1244.5,199.3,0.8398,184.26,188.0,-3.74,145.93,1.19,34.6,1.0,0.7,"On 2024-05-19, a high-impact event (GCS=0.85) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.87 kWh of schedulable load to off-peak hours and curtailed 0.40 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.2 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 184.3 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00006,2024-05-15,Dhanmondi,DR_CURTAIL+SHIFT,5.866,0.385,0.6,0.845,1243.8,202.0,0.8376,157.01,181.0,-23.99,145.93,1.16,37.3,1.0,0.7,"On 2024-05-15, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.87 kWh of schedulable load to off-peak hours and curtailed 0.39 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.2 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 157.0 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00007,2024-05-16,Dhanmondi,DR_CURTAIL+SHIFT,5.718,0.357,0.6,0.845,1209.1,196.5,0.8375,174.94,186.0,-11.06,145.93,1.07,38.6,1.0,0.7,"On 2024-05-16, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.72 kWh of schedulable load to off-peak hours and curtailed 0.36 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.1 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 174.9 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00008,2025-05-25,Dhanmondi,DR_CURTAIL+SHIFT,4.981,0.243,0.6,0.8444,1041.6,170.9,0.8359,163.96,170.0,-6.04,145.93,0.73,32.6,1.0,0.7,"On 2025-05-25, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 4.98 kWh of schedulable load to off-peak hours and curtailed 0.24 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 0.7 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 164.0 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00009,2025-05-06,Dhanmondi,DR_CURTAIL+SHIFT,5.724,0.393,0.6,0.8442,1220.3,200.9,0.8354,149.53,138.7,10.83,145.93,1.18,31.6,1.0,0.7,"On 2025-05-06, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.72 kWh of schedulable load to off-peak hours and curtailed 0.39 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.2 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 149.5 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00010,2024-05-18,Dhanmondi,DR_CURTAIL+SHIFT,5.617,0.351,0.6,0.8441,1191.0,196.3,0.8352,165.11,150.0,15.11,145.93,1.05,38.4,1.0,0.7,"On 2024-05-18, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.62 kWh of schedulable load to off-peak hours and curtailed 0.35 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.1 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 165.1 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00011,2024-06-13,Dhanmondi,DR_CURTAIL+SHIFT,5.661,0.392,0.6,0.844,1208.5,199.5,0.8349,168.21,140.5,27.71,145.93,1.18,34.0,1.0,0.7,"On 2024-06-13, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.66 kWh of schedulable load to off-peak hours and curtailed 0.39 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.2 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 168.2 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00012,2024-07-28,Dhanmondi,DR_CURTAIL+SHIFT,5.133,0.281,0.6,0.8439,1081.0,178.7,0.8347,151.25,137.43,13.82,145.93,0.84,32.3,1.0,0.7,"On 2024-07-28, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.13 kWh of schedulable load to off-peak hours and curtailed 0.28 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 0.8 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 151.2 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00013,2024-05-23,Dhanmondi,DR_CURTAIL+SHIFT,5.772,0.414,0.6,0.8426,1239.7,208.7,0.8316,154.47,174.0,-19.53,145.93,1.24,36.6,1.0,0.7,"On 2024-05-23, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.77 kWh of schedulable load to off-peak hours and curtailed 0.41 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.2 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 154.5 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00014,2024-04-03,Dhanmondi,DR_CURTAIL+SHIFT,5.939,0.444,0.6,0.8424,1280.4,216.5,0.8309,149.18,156.2,-7.02,145.93,1.33,29.4,1.0,0.7,"On 2024-04-03, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.94 kWh of schedulable load to off-peak hours and curtailed 0.44 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.3 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 149.2 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00015,2024-04-28,Dhanmondi,DR_CURTAIL+SHIFT,5.581,0.324,0.6,0.8423,1184.8,200.6,0.8307,160.06,177.0,-16.94,145.93,0.97,39.4,1.0,0.7,"On 2024-04-28, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.58 kWh of schedulable load to off-peak hours and curtailed 0.32 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.0 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 160.1 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00016,2025-06-04,Dhanmondi,DR_CURTAIL+SHIFT,4.82,0.249,0.6,0.842,1017.8,173.0,0.83,148.36,130.0,18.36,145.93,0.75,36.8,1.0,0.7,"On 2025-06-04, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 4.82 kWh of schedulable load to off-peak hours and curtailed 0.25 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 0.7 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 148.4 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00017,2024-09-23,Dhanmondi,DR_CURTAIL+SHIFT,5.75,0.409,0.6,0.8419,1237.0,210.5,0.8298,147.86,154.0,-6.14,145.93,1.23,35.2,1.0,0.7,"On 2024-09-23, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.75 kWh of schedulable load to off-peak hours and curtailed 0.41 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.2 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 147.9 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00018,2024-05-26,Dhanmondi,DR_CURTAIL+SHIFT,5.231,0.353,0.6,0.8406,1125.9,195.3,0.8265,178.98,180.0,-1.02,145.93,1.06,36.8,1.0,0.7,"On 2024-05-26, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.23 kWh of schedulable load to off-peak hours and curtailed 0.35 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.1 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 179.0 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00019,2025-05-08,Dhanmondi,DR_CURTAIL+SHIFT,5.473,0.411,0.6,0.8404,1187.2,206.6,0.826,153.64,166.0,-12.36,145.93,1.23,32.5,1.0,0.7,"On 2025-05-08, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.47 kWh of schedulable load to off-peak hours and curtailed 0.41 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.2 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 153.6 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00020,2025-09-11,Dhanmondi,DR_CURTAIL+SHIFT,5.114,0.346,0.6,0.8396,1104.4,194.3,0.8241,146.53,144.0,2.53,145.93,1.04,31.3,1.0,0.7,"On 2025-09-11, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.11 kWh of schedulable load to off-peak hours and curtailed 0.35 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.0 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 146.5 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00021,2024-06-06,Dhanmondi,DR_CURTAIL+SHIFT,5.504,0.481,0.6,0.8391,1212.6,214.9,0.8228,171.19,166.0,5.19,145.93,1.44,35.3,1.0,0.7,"On 2024-06-06, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.50 kWh of schedulable load to off-peak hours and curtailed 0.48 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.4 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 171.2 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00022,2024-06-04,Dhanmondi,DR_CURTAIL+SHIFT,5.08,0.388,0.6,0.839,1108.1,196.9,0.8224,168.44,173.0,-4.56,145.93,1.16,37.9,1.0,0.7,"On 2024-06-04, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.08 kWh of schedulable load to off-peak hours and curtailed 0.39 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.2 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 168.4 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00023,2024-06-26,Dhanmondi,DR_CURTAIL+SHIFT,5.11,0.38,0.6,0.8389,1112.8,197.7,0.8223,148.16,142.5,5.66,145.93,1.14,33.2,1.0,0.7,"On 2024-06-26, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.11 kWh of schedulable load to off-peak hours and curtailed 0.38 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.1 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 148.2 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00024,2024-05-04,Dhanmondi,DR_CURTAIL+SHIFT,5.423,0.455,0.6,0.8386,1192.5,212.8,0.8215,146.11,156.0,-9.89,145.93,1.36,36.8,1.0,0.7,"On 2024-05-04, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.42 kWh of schedulable load to off-peak hours and curtailed 0.46 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.4 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 146.1 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00025,2025-08-12,Dhanmondi,DR_CURTAIL+SHIFT,4.758,0.334,0.6,0.8371,1037.8,189.1,0.8177,149.34,133.0,16.34,145.93,1.0,27.4,1.0,0.7,"On 2025-08-12, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 4.76 kWh of schedulable load to off-peak hours and curtailed 0.33 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.0 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 149.3 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00026,2024-05-01,Dhanmondi,DR_CURTAIL+SHIFT,5.094,0.38,0.6,0.8365,1117.7,205.3,0.8163,147.39,110.0,37.39,145.93,1.14,24.6,1.0,0.7,"On 2024-05-01, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 5.09 kWh of schedulable load to off-peak hours and curtailed 0.38 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.1 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 147.4 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00027,2024-05-22,Dhanmondi,DR_CURTAIL+SHIFT,4.735,0.368,0.6,0.8351,1046.3,195.9,0.8128,157.7,149.0,8.7,145.93,1.1,34.9,1.0,0.7,"On 2024-05-22, a high-impact event (GCS=0.84) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 4.74 kWh of schedulable load to off-peak hours and curtailed 0.37 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.1 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 157.7 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00028,2025-09-28,Dhanmondi,DR_CURTAIL+SHIFT,4.912,0.406,0.6,0.8341,1094.0,207.7,0.8102,153.18,143.0,10.18,145.93,1.22,34.0,1.0,0.7,"On 2025-09-28, a high-impact event (GCS=0.83) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 4.91 kWh of schedulable load to off-peak hours and curtailed 0.41 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.2 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 153.2 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00029,2025-05-07,Dhanmondi,DR_CURTAIL+SHIFT,4.684,0.372,0.6,0.8339,1040.6,197.9,0.8098,152.62,157.0,-4.38,145.93,1.12,31.2,1.0,0.7,"On 2025-05-07, a high-impact event (GCS=0.83) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 4.68 kWh of schedulable load to off-peak hours and curtailed 0.37 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.1 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 152.6 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00030,2024-05-21,Dhanmondi,DR_CURTAIL+SHIFT,4.573,0.376,0.6,0.8333,1020.3,195.6,0.8083,159.46,154.8,4.66,145.93,1.13,34.1,1.0,0.7,"On 2024-05-21, a high-impact event (GCS=0.83) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 4.57 kWh of schedulable load to off-peak hours and curtailed 0.38 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.1 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 159.5 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00031,2024-09-01,Dhanmondi,DR_CURTAIL+SHIFT,4.629,0.332,0.6,0.8331,1023.9,196.9,0.8077,157.73,149.6,8.13,145.93,1.0,24.2,1.0,0.7,"On 2024-09-01, a high-impact event (GCS=0.83) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 4.63 kWh of schedulable load to off-peak hours and curtailed 0.33 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.0 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 157.7 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00032,2025-06-22,Dhanmondi,DR_CURTAIL+SHIFT,4.297,0.33,0.6,0.832,958.0,186.9,0.8049,147.45,160.0,-12.55,145.93,0.99,32.5,1.0,0.7,"On 2025-06-22, a high-impact event (GCS=0.83) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 4.30 kWh of schedulable load to off-peak hours and curtailed 0.33 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.0 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 147.4 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00033,2025-05-12,Dhanmondi,DR_CURTAIL+SHIFT,4.499,0.387,0.6,0.8314,1013.6,199.2,0.8035,163.65,162.0,1.65,145.93,1.16,28.6,1.0,0.7,"On 2025-05-12, a high-impact event (GCS=0.83) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 4.50 kWh of schedulable load to off-peak hours and curtailed 0.39 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.2 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 163.7 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00034,2024-06-12,Dhanmondi,DR_CURTAIL+SHIFT,4.313,0.356,0.6,0.831,969.8,191.7,0.8024,158.57,180.0,-21.43,145.93,1.07,26.6,1.0,0.7,"On 2024-06-12, a high-impact event (GCS=0.83) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 4.31 kWh of schedulable load to off-peak hours and curtailed 0.36 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.1 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 158.6 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00035,2024-06-30,Dhanmondi,DR_CURTAIL+SHIFT,3.978,0.282,0.6,0.8307,885.8,175.7,0.8017,158.91,147.5,11.41,145.93,0.85,30.2,1.0,0.7,"On 2024-06-30, a high-impact event (GCS=0.83) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 3.98 kWh of schedulable load to off-peak hours and curtailed 0.28 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 0.8 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 158.9 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00036,2024-06-09,Dhanmondi,DR_CURTAIL+SHIFT,4.558,0.431,0.6,0.8304,1038.0,206.7,0.8009,173.65,111.0,62.65,145.93,1.29,33.0,1.0,0.7,"On 2024-06-09, a high-impact event (GCS=0.83) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 4.56 kWh of schedulable load to off-peak hours and curtailed 0.43 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.3 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 173.7 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00037,2024-05-14,Dhanmondi,DR_CURTAIL+SHIFT,4.258,0.342,0.6,0.8302,957.6,191.1,0.8004,147.83,149.0,-1.17,145.93,1.03,35.6,1.0,0.7,"On 2024-05-14, a high-impact event (GCS=0.83) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 4.26 kWh of schedulable load to off-peak hours and curtailed 0.34 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.0 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 147.8 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00038,2025-07-13,Dhanmondi,DR_CURTAIL+SHIFT,4.1,0.324,0.6,0.8298,922.2,185.0,0.7994,150.66,158.0,-7.34,145.93,0.97,33.4,1.0,0.7,"On 2025-07-13, a high-impact event (GCS=0.83) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 4.10 kWh of schedulable load to off-peak hours and curtailed 0.32 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.0 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 150.7 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00039,2025-04-27,Dhanmondi,DR_CURTAIL+SHIFT,4.21,0.307,0.6,0.8288,944.4,191.6,0.7971,163.7,176.0,-12.3,145.93,0.92,34.2,1.0,0.7,"On 2025-04-27, a high-impact event (GCS=0.83) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 4.21 kWh of schedulable load to off-peak hours and curtailed 0.31 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 0.9 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 163.7 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00040,2024-04-29,Dhanmondi,DR_CURTAIL+SHIFT,4.56,0.409,0.6,0.8277,1042.9,214.6,0.7942,153.22,169.0,-15.78,145.93,1.23,41.1,1.0,0.7,"On 2024-04-29, a high-impact event (GCS=0.83) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 4.56 kWh of schedulable load to off-peak hours and curtailed 0.41 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.2 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 153.2 MW, which triggered the demand-response window.",DrEvent
DR_DHA_00041,2024-04-30,Dhanmondi,DR_CURTAIL+SHIFT,4.483,0.407,0.6,0.8271,1028.2,213.1,0.7928,156.47,158.0,-1.53,145.93,1.22,41.1,1.0,0.7,"On 2024-04-30, a high-impact event (GCS=0.83) at Dhanmondi substation passed the Priority Pool filter. Household DHH0024 (middle tier) shifted 4.48 kWh of schedulable load to off-peak hours and curtailed 0.41 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.2 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 156.5 MW, which triggered the demand-response window.",DrEvent
