household_id,substation,tier,month,baseline_bill_bdt,optimised_bill_bdt,saving_bdt,saving_pct,energy_kwh,energy_shifted_kwh,energy_curtailed_kwh,discomfort_bdt_eq
DHH0101,Dhanmondi,upper_middle,2025-05,13886.6,12712.9,1173.7,8.45,904.8,0.0,51.65,723.1
DHH0102,Dhanmondi,upper_middle,2025-05,16575.4,15246.7,1328.8,8.02,1083.3,0.0,58.47,818.6
DHH0103,Dhanmondi,upper_middle,2025-05,7524.0,7524.0,0.0,0.0,555.2,0.0,0.0,0.0
DHH0104,Dhanmondi,upper_middle,2025-05,10060.9,10060.9,0.0,0.0,752.7,0.0,0.0,0.0
DHH0105,Dhanmondi,upper_middle,2025-05,8351.5,8351.5,0.0,0.0,617.6,0.0,0.0,0.0
DHH0106,Dhanmondi,upper_middle,2025-05,13093.9,12155.7,938.2,7.16,844.9,0.0,41.29,578.0
DHH0107,Dhanmondi,upper_middle,2025-05,8898.8,8898.8,0.0,0.0,665.1,0.0,0.0,0.0
DHH0108,Dhanmondi,upper_middle,2025-05,8901.8,8901.8,0.0,0.0,663.8,0.0,0.0,0.0
DHH0109,Dhanmondi,upper_middle,2025-05,13653.4,12596.4,1057.0,7.74,887.1,0.0,46.52,651.2
DHH0110,Dhanmondi,upper_middle,2025-05,20062.2,18341.6,1720.6,8.58,1306.0,0.0,75.72,1060.1
DHH0111,Dhanmondi,upper_middle,2025-05,9835.3,9835.3,0.0,0.0,733.0,0.0,0.0,0.0
DHH0112,Dhanmondi,upper_middle,2025-05,13262.2,12356.4,905.8,6.83,848.7,0.0,39.86,558.0
DHH0113,Dhanmondi,upper_middle,2025-05,7041.1,7041.1,0.0,0.0,519.4,0.0,0.0,0.0
DHH0114,Dhanmondi,upper_middle,2025-05,3097.9,3097.9,0.0,0.0,354.7,0.0,0.0,0.0
DHH0115,Dhanmondi,upper_middle,2025-05,13817.5,12772.3,1045.2,7.56,900.5,0.0,46.0,643.9
DHH0116,Dhanmondi,upper_middle,2025-05,8071.6,8071.6,0.0,0.0,596.2,0.0,0.0,0.0
DHH0117,Dhanmondi,upper_middle,2025-05,8054.4,8054.4,0.0,0.0,593.3,0.0,0.0,0.0
DHH0118,Dhanmondi,upper_middle,2025-05,18569.5,16891.1,1678.4,9.04,1208.3,0.0,73.86,1034.1
DHH0119,Dhanmondi,upper_middle,2025-05,16995.5,15577.5,1418.0,8.34,1112.6,0.0,62.4,873.6
DHH0120,Dhanmondi,upper_middle,2025-05,7362.1,7362.1,0.0,0.0,542.0,0.0,0.0,0.0
DHH0001,Dhanmondi,lower_middle,2025-06,1246.8,1118.7,128.1,10.27,162.8,8.2,9.18,53.1
DHH0002,Dhanmondi,lower_middle,2025-06,1046.2,941.6,104.7,10.0,136.0,0.0,10.06,40.2
DHH0003,Dhanmondi,lower_middle,2025-06,1245.4,1037.0,208.5,16.74,159.0,12.19,15.44,86.2
DHH0004,Dhanmondi,lower_middle,2025-06,1624.7,1496.6,128.0,7.88,212.0,10.8,8.2,54.4
DHH0005,Dhanmondi,lower_middle,2025-06,1237.0,1095.0,142.1,11.48,158.0,9.09,10.22,59.1
DHH0006,Dhanmondi,lower_middle,2025-06,1275.3,1152.3,123.0,9.64,165.1,13.67,6.6,53.7
DHH0007,Dhanmondi,lower_middle,2025-06,1376.2,1260.8,115.4,8.38,181.5,0.0,11.01,44.0
DHH0008,Dhanmondi,lower_middle,2025-06,1238.0,1015.1,222.9,18.01,154.6,20.79,13.41,95.2
DHH0009,Dhanmondi,lower_middle,2025-06,1412.6,1236.2,176.4,12.48,181.1,23.47,8.03,79.1
DHH0010,Dhanmondi,lower_middle,2025-06,1298.3,1137.7,160.6,12.37,165.6,13.45,10.26,67.9
DHH0011,Dhanmondi,lower_middle,2025-06,1297.1,1157.7,139.4,10.75,168.1,10.06,9.56,58.4
DHH0012,Dhanmondi,lower_middle,2025-06,1071.9,952.4,119.5,11.15,137.1,0.0,11.46,45.8
DHH0013,Dhanmondi,lower_middle,2025-06,988.0,851.5,136.5,13.82,127.6,0.0,13.12,52.5
DHH0014,Dhanmondi,lower_middle,2025-06,1399.2,1193.1,206.1,14.73,89.3,1.47,9.53,41.1
DHH0015,Dhanmondi,middle,2025-06,1947.4,1699.1,248.3,12.75,234.7,25.12,13.16,192.6
DHH0016,Dhanmondi,middle,2025-06,7078.9,5898.1,1180.8,16.68,529.4,13.12,61.47,482.8
DHH0017,Dhanmondi,middle,2025-06,2116.3,1810.8,305.5,14.44,255.4,34.36,14.72,240.5
DHH0018,Dhanmondi,middle,2025-06,2009.4,1668.1,341.3,16.98,242.4,27.87,20.49,254.9
DHH0019,Dhanmondi,middle,2025-06,1587.2,1309.8,277.4,17.48,200.8,12.74,21.88,204.1
DHH0020,Dhanmondi,middle,2025-06,857.3,703.6,153.7,17.93,107.3,14.76,9.17,123.2
DHH0021,Dhanmondi,middle,2025-06,2387.4,2014.0,373.3,15.64,287.5,28.51,23.1,275.7
DHH0022,Dhanmondi,middle,2025-06,1019.3,882.6,136.7,13.41,130.9,10.14,9.22,105.1
DHH0023,Dhanmondi,middle,2025-06,3298.9,2803.3,495.5,15.02,389.4,12.74,38.11,317.7
DHH0024,Dhanmondi,middle,2025-06,3902.2,3257.2,645.0,16.53,463.9,22.49,47.45,422.1
DHH0025,Dhanmondi,middle,2025-06,2653.4,2206.4,446.9,16.84,325.8,25.01,30.81,315.7
DHH0026,Dhanmondi,middle,2025-06,1456.4,1242.8,213.6,14.67,188.8,7.67,17.51,153.2
DHH0027,Dhanmondi,middle,2025-06,3586.5,3146.8,439.7,12.26,426.0,11.15,33.71,280.6
DHH0028,Dhanmondi,middle,2025-06,1883.6,1596.2,287.4,15.26,227.1,17.64,19.5,207.1
DHH0029,Dhanmondi,middle,2025-06,4063.9,3460.1,603.9,14.86,478.1,27.93,41.89,404.9
DHH0030,Dhanmondi,middle,2025-06,1786.5,1518.3,268.2,15.01,215.3,16.6,18.04,192.7
DHH0031,Dhanmondi,middle,2025-06,2122.3,1798.1,324.2,15.28,257.2,12.04,25.06,223.6
DHH0032,Dhanmondi,middle,2025-06,1996.5,1687.3,309.2,15.49,241.5,25.38,18.62,231.8
DHH0033,Dhanmondi,middle,2025-06,6772.0,5769.1,1002.9,14.81,500.4,43.12,39.46,448.7
DHH0034,Dhanmondi,middle,2025-06,2186.2,1983.6,202.6,9.27,268.7,19.76,11.01,156.1
DHH0035,Dhanmondi,middle,2025-06,3193.0,2687.7,505.4,15.83,373.7,22.67,35.05,336.0
DHH0036,Dhanmondi,middle,2025-06,1470.3,1284.1,186.2,12.67,186.5,15.21,12.03,145.1
DHH0037,Dhanmondi,middle,2025-06,1811.8,1562.2,249.5,13.77,220.7,11.4,18.42,174.6
DHH0038,Dhanmondi,middle,2025-06,3706.6,3185.2,521.5,14.07,437.5,21.54,37.27,347.0
DHH0039,Dhanmondi,middle,2025-06,3536.3,2893.3,643.0,18.18,408.7,32.87,43.25,434.2
DHH0040,Dhanmondi,middle,2025-06,3060.8,2534.2,526.6,17.2,356.7,27.22,35.25,355.6
DHH0041,Dhanmondi,middle,2025-06,2580.4,2174.4,406.0,15.73,320.3,17.83,30.23,282.9
DHH0042,Dhanmondi,middle,2025-06,3398.1,2913.1,485.0,14.27,391.2,31.91,29.89,336.9
DHH0043,Dhanmondi,middle,2025-06,1942.7,1698.1,244.6,12.59,235.6,12.39,17.61,172.9
DHH0044,Dhanmondi,middle,2025-06,2868.1,2387.4,480.7,16.76,324.7,32.37,29.11,333.3
DHH0045,Dhanmondi,middle,2025-06,1781.5,1504.9,276.6,15.53,211.1,35.79,11.64,224.6
DHH0046,Dhanmondi,middle,2025-06,2982.4,2447.2,535.2,17.95,347.1,15.0,40.3,342.1
DHH0047,Dhanmondi,middle,2025-06,3035.7,2546.1,489.6,16.13,356.3,18.34,35.31,320.5
DHH0048,Dhanmondi,middle,2025-06,3171.7,2771.6,400.1,12.62,376.6,7.86,31.5,252.0
DHH0049,Dhanmondi,middle,2025-06,2077.2,1774.4,302.9,14.58,249.6,25.79,17.77,227.6
DHH0050,Dhanmondi,middle,2025-06,1989.9,1710.6,279.3,14.03,246.0,10.04,21.86,193.2
DHH0051,Dhanmondi,middle,2025-06,3366.1,2897.7,468.3,13.91,397.8,16.39,34.38,306.2
DHH0052,Dhanmondi,middle,2025-06,1509.4,1315.5,193.8,12.84,193.6,11.35,14.29,145.4
DHH0053,Dhanmondi,middle,2025-06,6553.5,5676.4,877.0,13.38,486.5,18.11,42.2,367.9
DHH0054,Dhanmondi,middle,2025-06,1461.5,1328.4,133.1,9.11,191.1,1.97,12.05,92.3
DHH0055,Dhanmondi,middle,2025-06,1789.1,1553.6,235.5,13.16,219.1,9.23,17.9,162.2
DHH0056,Dhanmondi,middle,2025-06,2033.7,1721.2,312.5,15.37,246.6,22.66,19.91,230.0
DHH0057,Dhanmondi,middle,2025-06,2224.6,1973.6,251.1,11.29,271.5,21.87,14.61,189.8
DHH0058,Dhanmondi,middle,2025-06,2159.2,1825.8,333.4,15.44,260.5,25.53,20.6,246.3
DHH0059,Dhanmondi,middle,2025-06,2176.9,1846.1,330.8,15.2,262.5,26.38,20.1,246.2
DHH0060,Dhanmondi,middle,2025-06,7043.3,6130.1,913.2,12.97,452.3,41.8,28.19,364.5
DHH0061,Dhanmondi,middle,2025-06,1256.1,1084.7,171.4,13.64,160.7,10.74,12.32,129.2
DHH0062,Dhanmondi,middle,2025-06,1274.2,1128.6,145.6,11.43,163.3,12.73,9.06,114.3
DHH0063,Dhanmondi,middle,2025-06,1108.5,994.8,113.7,10.26,143.5,10.29,6.99,90.1
DHH0064,Dhanmondi,middle,2025-06,3684.6,3065.8,618.8,16.79,428.2,32.9,41.15,419.6
DHH0065,Dhanmondi,middle,2025-06,1643.9,1411.1,232.9,14.17,211.2,18.72,15.22,181.4
DHH0066,Dhanmondi,middle,2025-06,1812.8,1550.7,262.2,14.46,218.1,23.44,14.93,198.3
DHH0067,Dhanmondi,upper_middle,2025-06,3470.4,3470.4,0.0,0.0,397.4,0.0,0.0,0.0
DHH0068,Dhanmondi,upper_middle,2025-06,6554.5,6554.5,0.0,0.0,487.9,0.0,0.0,0.0
DHH0069,Dhanmondi,upper_middle,2025-06,14197.9,13562.6,635.3,4.47,926.5,0.0,27.96,391.4
DHH0070,Dhanmondi,upper_middle,2025-06,12695.3,12229.5,465.8,3.67,827.9,0.0,20.5,287.0
DHH0071,Dhanmondi,upper_middle,2025-06,12930.6,12499.8,430.7,3.33,836.3,0.0,18.96,265.4
DHH0072,Dhanmondi,upper_middle,2025-06,15059.9,14538.1,521.9,3.47,975.8,0.0,22.97,321.5
DHH0073,Dhanmondi,upper_middle,2025-06,6995.4,6995.4,0.0,0.0,520.2,0.0,0.0,0.0
DHH0074,Dhanmondi,upper_middle,2025-06,7758.1,7758.1,0.0,0.0,562.6,0.0,0.0,0.0
DHH0075,Dhanmondi,upper_middle,2025-06,8615.6,8615.6,0.0,0.0,641.1,0.0,0.0,0.0
DHH0076,Dhanmondi,upper_middle,2025-06,6410.4,6410.4,0.0,0.0,477.3,0.0,0.0,0.0
DHH0077,Dhanmondi,upper_middle,2025-06,13627.8,13028.0,599.9,4.4,887.6,0.0,26.4,369.6
DHH0078,Dhanmondi,upper_middle,2025-06,20119.5,19342.0,777.5,3.86,1318.9,0.0,34.22,479.0
DHH0079,Dhanmondi,upper_middle,2025-06,8425.6,8425.6,0.0,0.0,620.3,0.0,0.0,0.0
DHH0080,Dhanmondi,upper_middle,2025-06,12463.2,11963.6,499.6,4.01,811.4,0.0,21.99,307.8
DHH0081,Dhanmondi,upper_middle,2025-06,8167.0,8167.0,0.0,0.0,604.7,0.0,0.0,0.0
DHH0082,Dhanmondi,upper_middle,2025-06,23079.9,22161.9,918.0,3.98,1514.9,0.0,40.4,565.6
DHH0083,Dhanmondi,upper_middle,2025-06,6590.8,6590.8,0.0,0.0,479.9,0.0,0.0,0.0
DHH0084,Dhanmondi,upper_middle,2025-06,18671.5,17799.7,871.8,4.67,1222.5,0.0,38.36,537.1
DHH0085,Dhanmondi,upper_middle,2025-06,15158.8,14568.4,590.4,3.89,988.5,0.0,25.98,363.8
DHH0086,Dhanmondi,upper_middle,2025-06,12756.9,12264.8,492.1,3.86,820.5,0.0,21.66,303.2
DHH0087,Dhanmondi,upper_middle,2025-06,3747.3,3747.3,0.0,0.0,438.7,0.0,0.0,0.0
DHH0088,Dhanmondi,upper_middle,2025-06,9484.5,9484.5,0.0,0.0,707.9,0.0,0.0,0.0
DHH0089,Dhanmondi,upper_middle,2025-06,9670.4,9670.4,0.0,0.0,726.0,0.0,0.0,0.0
DHH0090,Dhanmondi,upper_middle,2025-06,15283.3,14740.1,543.3,3.55,1004.7,0.0,23.91,334.7
DHH0091,Dhanmondi,upper_middle,2025-06,14145.6,13535.0,610.6,4.32,920.0,0.0,26.87,376.2
DHH0092,Dhanmondi,upper_middle,2025-06,16636.7,15957.6,679.1,4.08,1089.6,0.0,29.89,418.4
DHH0093,Dhanmondi,upper_middle,2025-06,17930.4,17118.2,812.1,4.53,1162.6,0.0,35.74,500.4
DHH0094,Dhanmondi,upper_middle,2025-06,8902.8,8902.8,0.0,0.0,663.9,0.0,0.0,0.0
DHH0095,Dhanmondi,upper_middle,2025-06,5546.5,5546.5,0.0,0.0,400.1,0.0,0.0,0.0
DHH0096,Dhanmondi,upper_middle,2025-06,7296.3,7296.3,0.0,0.0,534.7,0.0,0.0,0.0
DHH0097,Dhanmondi,upper_middle,2025-06,13822.6,13361.8,460.8,3.33,888.9,0.0,20.28,283.9
DHH0098,Dhanmondi,upper_middle,2025-06,7097.7,7097.7,0.0,0.0,524.5,0.0,0.0,0.0
DHH0099,Dhanmondi,upper_middle,2025-06,7415.0,7415.0,0.0,0.0,548.3,0.0,0.0,0.0
DHH0100,Dhanmondi,upper_middle,2025-06,8197.2,8197.2,0.0,0.0,612.3,0.0,0.0,0.0
DHH0101,Dhanmondi,upper_middle,2025-06,12950.1,12411.9,538.2,4.16,840.0,0.0,23.69,331.6
DHH0102,Dhanmondi,upper_middle,2025-06,14654.1,13986.8,667.3,4.55,952.3,0.0,29.37,411.1
DHH0103,Dhanmondi,upper_middle,2025-06,6819.4,6819.4,0.0,0.0,507.8,0.0,0.0,0.0
DHH0104,Dhanmondi,upper_middle,2025-06,9241.3,9241.3,0.0,0.0,689.3,0.0,0.0,0.0
DHH0105,Dhanmondi,upper_middle,2025-06,8036.2,8036.2,0.0,0.0,590.8,0.0,0.0,0.0
DHH0106,Dhanmondi,upper_middle,2025-06,12523.0,12077.6,445.4,3.56,810.5,0.0,19.6,274.4
DHH0107,Dhanmondi,upper_middle,2025-06,7817.7,7817.7,0.0,0.0,584.4,0.0,0.0,0.0
DHH0108,Dhanmondi,upper_middle,2025-06,8500.3,8500.3,0.0,0.0,631.8,0.0,0.0,0.0
DHH0109,Dhanmondi,upper_middle,2025-06,13062.3,12551.2,511.1,3.91,846.8,0.0,22.49,314.9
DHH0110,Dhanmondi,upper_middle,2025-06,18773.7,18107.2,666.4,3.55,1231.2,0.0,29.33,410.6
DHH0111,Dhanmondi,upper_middle,2025-06,9609.6,9609.6,0.0,0.0,717.4,0.0,0.0,0.0
DHH0112,Dhanmondi,upper_middle,2025-06,12809.1,12350.8,458.3,3.58,817.8,0.0,20.17,282.4
DHH0113,Dhanmondi,upper_middle,2025-06,6454.8,6454.8,0.0,0.0,474.1,0.0,0.0,0.0
DHH0114,Dhanmondi,upper_middle,2025-06,2999.7,2999.7,0.0,0.0,343.2,0.0,0.0,0.0
DHH0115,Dhanmondi,upper_middle,2025-06,13469.1,13000.4,468.7,3.48,877.2,0.0,20.62,288.7
DHH0116,Dhanmondi,upper_middle,2025-06,7587.8,7587.8,0.0,0.0,559.2,0.0,0.0,0.0
DHH0117,Dhanmondi,upper_middle,2025-06,7226.0,7226.0,0.0,0.0,532.5,0.0,0.0,0.0
DHH0118,Dhanmondi,upper_middle,2025-06,16315.7,15572.7,743.0,4.55,1066.8,0.0,32.7,457.8
DHH0119,Dhanmondi,upper_middle,2025-06,16026.7,15416.9,609.8,3.8,1046.9,0.0,26.84,375.7
DHH0120,Dhanmondi,upper_middle,2025-06,6591.4,6591.4,0.0,0.0,482.7,0.0,0.0,0.0
DHH0001,Dhanmondi,lower_middle,2025-07,1340.6,1201.4,139.2,10.38,174.9,10.67,9.46,59.2
DHH0002,Dhanmondi,lower_middle,2025-07,1053.7,948.2,105.4,10.01,136.6,0.0,10.27,41.1
DHH0003,Dhanmondi,lower_middle,2025-07,1173.5,973.9,199.6,17.01,149.1,11.95,14.82,83.2
DHH0004,Dhanmondi,lower_middle,2025-07,1625.5,1506.2,119.3,7.34,212.6,9.92,7.8,51.1
DHH0005,Dhanmondi,lower_middle,2025-07,1256.8,1120.9,135.9,10.81,161.0,8.59,9.97,57.1
DHH0006,Dhanmondi,lower_middle,2025-07,1245.7,1136.1,109.6,8.8,161.7,10.74,6.55,47.7
DHH0007,Dhanmondi,lower_middle,2025-07,1445.9,1324.9,121.0,8.37,190.8,0.0,11.79,47.2
DHH0008,Dhanmondi,lower_middle,2025-07,1344.9,1111.8,233.1,17.33,168.4,22.41,14.07,101.1
DHH0009,Dhanmondi,lower_middle,2025-07,1420.9,1251.7,169.2,11.91,182.4,23.05,7.59,76.5
DHH0010,Dhanmondi,lower_middle,2025-07,1379.6,1215.6,163.9,11.88,176.4,14.61,10.34,70.6
DHH0011,Dhanmondi,lower_middle,2025-07,1275.5,1145.5,130.0,10.19,165.3,9.05,9.23,55.0
DHH0012,Dhanmondi,lower_middle,2025-07,1064.0,946.1,117.9,11.08,135.7,0.0,11.52,46.1
DHH0013,Dhanmondi,lower_middle,2025-07,979.8,849.8,130.0,13.27,126.4,0.0,12.7,50.8
DHH0014,Dhanmondi,lower_middle,2025-07,1365.8,1172.8,193.0,14.13,87.2,1.58,8.89,38.7
DHH0015,Dhanmondi,middle,2025-07,1986.3,1738.9,247.4,12.45,239.2,27.48,12.31,196.1
DHH0016,Dhanmondi,middle,2025-07,6901.4,5760.6,1140.7,16.53,515.1,13.76,59.16,469.1
DHH0017,Dhanmondi,middle,2025-07,2321.9,1981.9,340.0,14.64,279.6,40.52,15.84,273.0
DHH0018,Dhanmondi,middle,2025-07,2044.5,1706.6,338.0,16.53,246.8,28.74,20.25,256.8
DHH0019,Dhanmondi,middle,2025-07,1560.0,1294.2,265.8,17.04,197.4,11.87,21.43,197.5
DHH0020,Dhanmondi,middle,2025-07,901.3,748.8,152.6,16.93,113.4,14.39,9.32,122.8
DHH0021,Dhanmondi,middle,2025-07,2555.5,2166.2,389.4,15.24,308.3,31.94,23.84,294.6
DHH0022,Dhanmondi,middle,2025-07,1118.7,968.7,150.0,13.41,143.7,12.48,9.89,119.2
DHH0023,Dhanmondi,middle,2025-07,3261.6,2786.5,475.1,14.57,384.6,15.64,35.54,311.3
DHH0024,Dhanmondi,middle,2025-07,3919.2,3266.2,653.1,16.66,461.7,26.82,47.24,438.0
DHH0025,Dhanmondi,middle,2025-07,2784.6,2299.3,485.3,17.43,339.6,28.53,33.89,351.4
DHH0026,Dhanmondi,middle,2025-07,1477.1,1253.9,223.2,15.11,190.5,8.87,18.37,164.1
DHH0027,Dhanmondi,middle,2025-07,3485.4,3070.7,414.7,11.9,413.1,10.99,32.16,269.1
DHH0028,Dhanmondi,middle,2025-07,1906.6,1621.5,285.2,14.96,229.9,18.43,19.33,209.1
DHH0029,Dhanmondi,middle,2025-07,3996.5,3406.4,590.2,14.77,468.5,31.37,39.68,403.2
DHH0030,Dhanmondi,middle,2025-07,1857.4,1573.7,283.7,15.27,222.8,18.96,19.0,208.9
DHH0031,Dhanmondi,middle,2025-07,2138.0,1806.2,331.8,15.52,258.0,13.52,25.54,232.9
DHH0032,Dhanmondi,middle,2025-07,1999.9,1692.1,307.8,15.39,241.3,25.94,18.64,234.2
DHH0033,Dhanmondi,middle,2025-07,6661.7,5758.4,903.3,13.56,495.9,40.7,35.19,409.1
DHH0034,Dhanmondi,middle,2025-07,2206.9,2015.9,191.0,8.65,272.1,18.49,10.56,147.9
DHH0035,Dhanmondi,middle,2025-07,3372.3,2835.2,537.2,15.93,393.6,23.16,38.26,360.5
DHH0036,Dhanmondi,middle,2025-07,1566.4,1362.6,203.8,13.01,197.9,18.54,12.75,163.4
DHH0037,Dhanmondi,middle,2025-07,1877.2,1607.6,269.7,14.37,227.7,12.6,20.18,191.7
DHH0038,Dhanmondi,middle,2025-07,3553.6,3039.4,514.2,14.47,416.0,24.14,35.88,347.7
DHH0039,Dhanmondi,middle,2025-07,3381.4,2812.1,569.3,16.84,392.6,32.04,37.65,391.7
DHH0040,Dhanmondi,middle,2025-07,3154.4,2606.3,548.1,17.38,365.0,32.6,35.43,378.4
DHH0041,Dhanmondi,middle,2025-07,2635.7,2197.1,438.6,16.64,323.9,18.46,33.48,308.2
DHH0042,Dhanmondi,middle,2025-07,3371.0,2888.5,482.5,14.31,387.0,34.06,29.27,341.1
DHH0043,Dhanmondi,middle,2025-07,1946.1,1712.9,233.2,11.98,236.3,11.28,17.28,166.1
DHH0044,Dhanmondi,middle,2025-07,3051.7,2549.5,502.3,16.46,345.7,33.56,31.15,352.3
DHH0045,Dhanmondi,middle,2025-07,1833.3,1558.5,274.8,14.99,217.6,37.6,10.98,227.3
DHH0046,Dhanmondi,middle,2025-07,3188.4,2633.5,554.8,17.4,370.7,16.31,42.49,362.7
DHH0047,Dhanmondi,middle,2025-07,3024.3,2531.9,492.4,16.28,353.0,21.09,35.02,329.5
DHH0048,Dhanmondi,middle,2025-07,3324.7,2877.7,447.0,13.44,391.2,9.26,35.71,287.0
DHH0049,Dhanmondi,middle,2025-07,2131.6,1836.8,294.8,13.83,256.8,26.55,17.08,225.8
DHH0050,Dhanmondi,middle,2025-07,2081.4,1777.6,303.8,14.6,255.8,12.55,23.03,211.4
DHH0051,Dhanmondi,middle,2025-07,3382.3,2890.9,491.4,14.53,397.3,18.24,36.26,326.8
DHH0052,Dhanmondi,middle,2025-07,1532.4,1340.1,192.2,12.54,196.7,10.88,14.61,145.8
DHH0053,Dhanmondi,middle,2025-07,6465.2,5585.0,880.3,13.62,477.5,18.57,42.53,372.0
DHH0054,Dhanmondi,middle,2025-07,1473.2,1342.6,130.6,8.87,192.6,1.78,12.07,91.6
DHH0055,Dhanmondi,middle,2025-07,1900.9,1657.9,243.0,12.78,233.1,11.11,18.23,172.0
DHH0056,Dhanmondi,middle,2025-07,2059.4,1760.5,298.9,14.52,250.3,22.4,19.1,223.3
DHH0057,Dhanmondi,middle,2025-07,2206.8,1965.7,241.1,10.92,269.6,21.37,14.1,184.2
DHH0058,Dhanmondi,middle,2025-07,2281.8,1936.8,345.0,15.12,275.5,27.25,21.41,258.8
DHH0059,Dhanmondi,middle,2025-07,2339.6,1991.7,347.9,14.87,282.5,28.42,21.36,263.2
DHH0060,Dhanmondi,middle,2025-07,7143.8,6207.5,936.2,13.11,457.9,42.99,29.29,377.0
DHH0061,Dhanmondi,middle,2025-07,1324.3,1133.7,190.7,14.4,168.3,14.76,12.93,149.6
DHH0062,Dhanmondi,middle,2025-07,1395.4,1227.2,168.2,12.06,178.0,16.48,10.09,136.6
DHH0063,Dhanmondi,middle,2025-07,1155.5,1027.6,127.9,11.07,148.6,14.22,6.98,105.7
DHH0064,Dhanmondi,middle,2025-07,3680.1,3096.3,583.8,15.86,428.6,34.08,38.09,402.9
DHH0065,Dhanmondi,middle,2025-07,1670.6,1427.8,242.8,14.53,213.5,22.62,14.95,195.2
DHH0066,Dhanmondi,middle,2025-07,1931.4,1651.2,280.2,14.51,231.9,26.78,15.68,216.9
DHH0067,Dhanmondi,upper_middle,2025-07,3494.3,3494.3,0.0,0.0,400.3,0.0,0.0,0.0
DHH0068,Dhanmondi,upper_middle,2025-07,6846.6,6846.6,0.0,0.0,509.4,0.0,0.0,0.0
DHH0069,Dhanmondi,upper_middle,2025-07,14913.6,14388.8,524.9,3.52,969.8,0.0,23.1,323.4
DHH0070,Dhanmondi,upper_middle,2025-07,12230.1,11918.1,312.1,2.55,793.9,0.0,13.73,192.3
DHH0071,Dhanmondi,upper_middle,2025-07,12105.2,11780.4,324.9,2.68,778.2,0.0,14.3,200.1
DHH0072,Dhanmondi,upper_middle,2025-07,14622.0,14209.7,412.3,2.82,945.3,0.0,18.14,254.0
DHH0073,Dhanmondi,upper_middle,2025-07,6920.9,6920.9,0.0,0.0,514.0,0.0,0.0,0.0
DHH0074,Dhanmondi,upper_middle,2025-07,7777.0,7777.0,0.0,0.0,561.1,0.0,0.0,0.0
DHH0075,Dhanmondi,upper_middle,2025-07,9052.3,9052.3,0.0,0.0,672.9,0.0,0.0,0.0
DHH0076,Dhanmondi,upper_middle,2025-07,6385.6,6385.6,0.0,0.0,472.2,0.0,0.0,0.0
DHH0077,Dhanmondi,upper_middle,2025-07,12971.7,12556.7,415.0,3.2,841.3,0.0,18.26,255.7
DHH0078,Dhanmondi,upper_middle,2025-07,18673.0,18082.1,590.9,3.16,1214.3,0.0,26.0,364.1
DHH0079,Dhanmondi,upper_middle,2025-07,9130.1,9130.1,0.0,0.0,671.8,0.0,0.0,0.0
DHH0080,Dhanmondi,upper_middle,2025-07,11919.5,11510.3,409.3,3.43,774.3,0.0,18.01,252.1
DHH0081,Dhanmondi,upper_middle,2025-07,8110.7,8110.7,0.0,0.0,599.4,0.0,0.0,0.0
DHH0082,Dhanmondi,upper_middle,2025-07,23999.8,23255.7,744.1,3.1,1569.2,0.0,32.75,458.4
DHH0083,Dhanmondi,upper_middle,2025-07,6954.0,6954.0,0.0,0.0,504.0,0.0,0.0,0.0
DHH0084,Dhanmondi,upper_middle,2025-07,19382.7,18738.9,643.8,3.32,1262.7,0.0,28.33,396.7
DHH0085,Dhanmondi,upper_middle,2025-07,13808.3,13412.8,395.6,2.86,902.0,0.0,17.41,243.7
DHH0086,Dhanmondi,upper_middle,2025-07,11995.0,11648.9,346.1,2.89,768.9,0.0,15.23,213.2
DHH0087,Dhanmondi,upper_middle,2025-07,3992.6,3992.6,0.0,0.0,467.5,0.0,0.0,0.0
DHH0088,Dhanmondi,upper_middle,2025-07,9019.1,9019.1,0.0,0.0,672.9,0.0,0.0,0.0
DHH0089,Dhanmondi,upper_middle,2025-07,9176.1,9176.1,0.0,0.0,686.0,0.0,0.0,0.0
DHH0090,Dhanmondi,upper_middle,2025-07,14822.9,14353.1,469.8,3.17,971.1,0.0,20.67,289.4
DHH0091,Dhanmondi,upper_middle,2025-07,14737.2,14281.8,455.4,3.09,956.8,0.0,20.04,280.6
DHH0092,Dhanmondi,upper_middle,2025-07,16334.1,15841.2,492.9,3.02,1062.7,0.0,21.69,303.7
DHH0093,Dhanmondi,upper_middle,2025-07,17633.2,17051.7,581.4,3.3,1147.3,0.0,25.59,358.2
DHH0094,Dhanmondi,upper_middle,2025-07,8688.2,8688.2,0.0,0.0,646.8,0.0,0.0,0.0
DHH0095,Dhanmondi,upper_middle,2025-07,5676.9,5676.9,0.0,0.0,407.6,0.0,0.0,0.0
DHH0096,Dhanmondi,upper_middle,2025-07,7411.6,7411.6,0.0,0.0,543.1,0.0,0.0,0.0
DHH0097,Dhanmondi,upper_middle,2025-07,13576.6,13211.2,365.4,2.69,877.6,0.0,16.08,225.1
DHH0098,Dhanmondi,upper_middle,2025-07,7518.0,7518.0,0.0,0.0,555.8,0.0,0.0,0.0
DHH0099,Dhanmondi,upper_middle,2025-07,8053.9,8053.9,0.0,0.0,592.7,0.0,0.0,0.0
DHH0100,Dhanmondi,upper_middle,2025-07,8410.4,8410.4,0.0,0.0,628.4,0.0,0.0,0.0
