appliance_id,household_id,name,cls,quantity,p_rat_kw,duty_cycle,schedule,thermal_response,id
KLNC0049-A02,KLNC0049,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0049-A02
KLNC0050-A00,KLNC0050,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0050-A00
KLNC0050-A01,KLNC0050,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0050-A01
KLNC0050-A02,KLNC0050,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,KLNC0050-A02
KLNC0050-A03,KLNC0050,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0050-A03
KLNC0050-A04,KLNC0050,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_modest,cooling_ac,KLNC0050-A04
KLNC0050-A05,KLNC0050,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,KLNC0050-A05
KLNC0050-A06,KLNC0050,lighting,curtailable,5,0.018,0.9,res_evening_dominant,none,KLNC0050-A06
KLNC0050-A07,KLNC0050,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0050-A07
KLNC0051-A00,KLNC0051,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0051-A00
KLNC0051-A01,KLNC0051,ceiling_fan,curtailable,1,0.075,0.8,res_fan,cooling_fan,KLNC0051-A01
KLNC0051-A02,KLNC0051,lighting,curtailable,5,0.018,0.9,res_evening_dominant,none,KLNC0051-A02
KLNC0051-A03,KLNC0051,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0051-A03
KLNC0052-A00,KLNC0052,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0052-A00
KLNC0052-A01,KLNC0052,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0052-A01
KLNC0052-A02,KLNC0052,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0052-A02
KLNC0052-A03,KLNC0052,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0052-A03
KLNC0052-A04,KLNC0052,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_modest,cooling_ac,KLNC0052-A04
KLNC0052-A05,KLNC0052,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,KLNC0052-A05
KLNC0052-A06,KLNC0052,lighting,curtailable,9,0.018,0.9,res_evening_dominant,none,KLNC0052-A06
KLNC0052-A07,KLNC0052,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0052-A07
KLNC0053-A00,KLNC0053,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0053-A00
KLNC0053-A01,KLNC0053,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0053-A01
KLNC0053-A02,KLNC0053,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0053-A02
KLNC0053-A03,KLNC0053,ceiling_fan,curtailable,2,0.075,0.8,res_fan,cooling_fan,KLNC0053-A03
KLNC0053-A04,KLNC0053,lighting,curtailable,6,0.018,0.9,res_evening_dominant,none,KLNC0053-A04
KLNC0053-A05,KLNC0053,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0053-A05
KLNC0054-A00,KLNC0054,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0054-A00
KLNC0054-A01,KLNC0054,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0054-A01
KLNC0054-A02,KLNC0054,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0054-A02
KLNC0054-A03,KLNC0054,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0054-A03
KLNC0054-A04,KLNC0054,ceiling_fan,curtailable,2,0.075,0.8,res_fan,cooling_fan,KLNC0054-A04
KLNC0054-A05,KLNC0054,lighting,curtailable,10,0.018,0.9,res_evening_dominant,none,KLNC0054-A05
KLNC0055-A00,KLNC0055,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0055-A00
KLNC0055-A01,KLNC0055,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,KLNC0055-A01
KLNC0055-A02,KLNC0055,lighting,curtailable,5,0.018,0.9,res_evening_dominant,none,KLNC0055-A02
KLNC0055-A03,KLNC0055,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0055-A03
KLNC0056-A00,KLNC0056,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0056-A00
KLNC0056-A01,KLNC0056,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0056-A01
KLNC0056-A02,KLNC0056,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,KLNC0056-A02
KLNC0056-A03,KLNC0056,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0056-A03
KLNC0056-A04,KLNC0056,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,KLNC0056-A04
KLNC0056-A05,KLNC0056,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0056-A05
KLNC0056-A06,KLNC0056,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_modest,cooling_ac,KLNC0056-A06
KLNC0056-A07,KLNC0056,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,KLNC0056-A07
KLNC0056-A08,KLNC0056,lighting,curtailable,10,0.018,0.9,res_evening_dominant,none,KLNC0056-A08
KLNC0056-A09,KLNC0056,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0056-A09
KLNC0057-A00,KLNC0057,refrigerator,critical,2,0.15,0.38,flat_always_on,refrigeration,KLNC0057-A00
KLNC0057-A01,KLNC0057,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0057-A01
KLNC0057-A02,KLNC0057,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,KLNC0057-A02
KLNC0057-A03,KLNC0057,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0057-A03
KLNC0057-A04,KLNC0057,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,KLNC0057-A04
KLNC0057-A05,KLNC0057,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0057-A05
KLNC0057-A06,KLNC0057,split_ac_1_5ton,curtailable,2,1.65,0.62,res_ac_affluent,cooling_ac,KLNC0057-A06
KLNC0057-A07,KLNC0057,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,KLNC0057-A07
KLNC0057-A08,KLNC0057,lighting,curtailable,10,0.018,0.9,res_evening_dominant,none,KLNC0057-A08
KLNC0057-A09,KLNC0057,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0057-A09
KLNC0058-A00,KLNC0058,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0058-A00
KLNC0058-A01,KLNC0058,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0058-A01
KLNC0058-A02,KLNC0058,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0058-A02
KLNC0058-A03,KLNC0058,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0058-A03
KLNC0058-A04,KLNC0058,ceiling_fan,curtailable,2,0.075,0.8,res_fan,cooling_fan,KLNC0058-A04
KLNC0058-A05,KLNC0058,lighting,curtailable,6,0.018,0.9,res_evening_dominant,none,KLNC0058-A05
KLNC0058-A06,KLNC0058,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0058-A06
KLNC0059-A00,KLNC0059,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0059-A00
KLNC0059-A01,KLNC0059,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0059-A01
KLNC0059-A02,KLNC0059,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,KLNC0059-A02
KLNC0059-A03,KLNC0059,ceiling_fan,curtailable,1,0.075,0.8,res_fan,cooling_fan,KLNC0059-A03
KLNC0059-A04,KLNC0059,lighting,curtailable,3,0.018,0.9,res_evening_dominant,none,KLNC0059-A04
KLNC0060-A00,KLNC0060,refrigerator,critical,2,0.15,0.38,flat_always_on,refrigeration,KLNC0060-A00
KLNC0060-A01,KLNC0060,router_and_standby,critical,2,0.035,0.95,flat_always_on,none,KLNC0060-A01
KLNC0060-A02,KLNC0060,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,KLNC0060-A02
KLNC0060-A03,KLNC0060,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0060-A03
KLNC0060-A04,KLNC0060,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,KLNC0060-A04
KLNC0060-A05,KLNC0060,split_ac_1_5ton,curtailable,3,1.65,0.62,res_ac_affluent,cooling_ac,KLNC0060-A05
KLNC0060-A06,KLNC0060,ceiling_fan,curtailable,6,0.075,0.8,res_fan,cooling_fan,KLNC0060-A06
KLNC0060-A07,KLNC0060,lighting,curtailable,11,0.018,0.9,res_evening_dominant,none,KLNC0060-A07
KLNC0060-A08,KLNC0060,television,curtailable,2,0.095,0.85,res_evening_dominant,none,KLNC0060-A08
KLNC0061-A00,KLNC0061,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0061-A00
KLNC0061-A01,KLNC0061,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0061-A01
KLNC0061-A02,KLNC0061,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,KLNC0061-A02
KLNC0061-A03,KLNC0061,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0061-A03
KLNC0061-A04,KLNC0061,ceiling_fan,curtailable,4,0.075,0.8,res_fan,cooling_fan,KLNC0061-A04
KLNC0061-A05,KLNC0061,lighting,curtailable,6,0.018,0.9,res_evening_dominant,none,KLNC0061-A05
KLNC0061-A06,KLNC0061,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0061-A06
KLNC0062-A00,KLNC0062,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0062-A00
KLNC0062-A01,KLNC0062,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0062-A01
KLNC0062-A02,KLNC0062,ceiling_fan,curtailable,2,0.075,0.8,res_fan,cooling_fan,KLNC0062-A02
KLNC0062-A03,KLNC0062,lighting,curtailable,5,0.018,0.9,res_evening_dominant,none,KLNC0062-A03
KLNC0062-A04,KLNC0062,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0062-A04
KLNC0063-A00,KLNC0063,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0063-A00
KLNC0063-A01,KLNC0063,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0063-A01
KLNC0063-A02,KLNC0063,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,KLNC0063-A02
KLNC0063-A03,KLNC0063,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0063-A03
KLNC0063-A04,KLNC0063,ceiling_fan,curtailable,2,0.075,0.8,res_fan,cooling_fan,KLNC0063-A04
KLNC0063-A05,KLNC0063,lighting,curtailable,5,0.018,0.9,res_evening_dominant,none,KLNC0063-A05
KLNC0063-A06,KLNC0063,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0063-A06
KLNC0064-A00,KLNC0064,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0064-A00
KLNC0064-A01,KLNC0064,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0064-A01
KLNC0064-A02,KLNC0064,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,KLNC0064-A02
KLNC0064-A03,KLNC0064,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0064-A03
KLNC0064-A04,KLNC0064,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_modest,cooling_ac,KLNC0064-A04
KLNC0064-A05,KLNC0064,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,KLNC0064-A05
KLNC0064-A06,KLNC0064,lighting,curtailable,9,0.018,0.9,res_evening_dominant,none,KLNC0064-A06
KLNC0064-A07,KLNC0064,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0064-A07
KLNC0065-A00,KLNC0065,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0065-A00
KLNC0065-A01,KLNC0065,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,KLNC0065-A01
KLNC0065-A02,KLNC0065,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,KLNC0065-A02
KLNC0065-A03,KLNC0065,lighting,curtailable,5,0.018,0.9,res_evening_dominant,none,KLNC0065-A03
KLNC0066-A00,KLNC0066,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0066-A00
KLNC0066-A01,KLNC0066,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0066-A01
KLNC0066-A02,KLNC0066,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0066-A02
KLNC0066-A03,KLNC0066,ceiling_fan,curtailable,1,0.075,0.8,res_fan,cooling_fan,KLNC0066-A03
KLNC0066-A04,KLNC0066,lighting,curtailable,5,0.018,0.9,res_evening_dominant,none,KLNC0066-A04
KLNC0066-A05,KLNC0066,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0066-A05
KLNC0067-A00,KLNC0067,refrigerator,critical,2,0.15,0.38,flat_always_on,refrigeration,KLNC0067-A00
KLNC0067-A01,KLNC0067,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0067-A01
KLNC0067-A02,KLNC0067,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,KLNC0067-A02
KLNC0067-A03,KLNC0067,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0067-A03
KLNC0067-A04,KLNC0067,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0067-A04
KLNC0067-A05,KLNC0067,split_ac_1_5ton,curtailable,3,1.65,0.62,res_ac_affluent,cooling_ac,KLNC0067-A05
KLNC0067-A06,KLNC0067,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,KLNC0067-A06
KLNC0067-A07,KLNC0067,lighting,curtailable,9,0.018,0.9,res_evening_dominant,none,KLNC0067-A07
KLNC0067-A08,KLNC0067,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0067-A08
KLNC0068-A00,KLNC0068,refrigerator,critical,2,0.15,0.38,flat_always_on,refrigeration,KLNC0068-A00
KLNC0068-A01,KLNC0068,router_and_standby,critical,2,0.035,0.95,flat_always_on,none,KLNC0068-A01
KLNC0068-A02,KLNC0068,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0068-A02
KLNC0068-A03,KLNC0068,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,KLNC0068-A03
KLNC0068-A04,KLNC0068,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0068-A04
KLNC0068-A05,KLNC0068,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_affluent,cooling_ac,KLNC0068-A05
KLNC0068-A06,KLNC0068,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,KLNC0068-A06
KLNC0068-A07,KLNC0068,lighting,curtailable,10,0.018,0.9,res_evening_dominant,none,KLNC0068-A07
KLNC0068-A08,KLNC0068,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0068-A08
KLNC0069-A00,KLNC0069,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0069-A00
KLNC0069-A01,KLNC0069,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0069-A01
KLNC0069-A02,KLNC0069,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,KLNC0069-A02
KLNC0069-A03,KLNC0069,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0069-A03
KLNC0069-A04,KLNC0069,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,KLNC0069-A04
KLNC0069-A05,KLNC0069,ceiling_fan,curtailable,4,0.075,0.8,res_fan,cooling_fan,KLNC0069-A05
KLNC0069-A06,KLNC0069,lighting,curtailable,5,0.018,0.9,res_evening_dominant,none,KLNC0069-A06
KLNC0069-A07,KLNC0069,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0069-A07
KLNC0070-A00,KLNC0070,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0070-A00
KLNC0070-A01,KLNC0070,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0070-A01
KLNC0070-A02,KLNC0070,ceiling_fan,curtailable,2,0.075,0.8,res_fan,cooling_fan,KLNC0070-A02
KLNC0070-A03,KLNC0070,lighting,curtailable,3,0.018,0.9,res_evening_dominant,none,KLNC0070-A03
KLNC0070-A04,KLNC0070,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0070-A04
KLNC0071-A00,KLNC0071,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0071-A00
KLNC0071-A01,KLNC0071,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0071-A01
KLNC0071-A02,KLNC0071,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,KLNC0071-A02
KLNC0071-A03,KLNC0071,ceiling_fan,curtailable,4,0.075,0.8,res_fan,cooling_fan,KLNC0071-A03
KLNC0071-A04,KLNC0071,lighting,curtailable,10,0.018,0.9,res_evening_dominant,none,KLNC0071-A04
KLNC0072-A00,KLNC0072,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0072-A00
KLNC0072-A01,KLNC0072,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,KLNC0072-A01
KLNC0072-A02,KLNC0072,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0072-A02
KLNC0072-A03,KLNC0072,ceiling_fan,curtailable,1,0.075,0.8,res_fan,cooling_fan,KLNC0072-A03
KLNC0072-A04,KLNC0072,lighting,curtailable,4,0.018,0.9,res_evening_dominant,none,KLNC0072-A04
KLNC0073-A00,KLNC0073,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0073-A00
KLNC0073-A01,KLNC0073,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0073-A01
KLNC0073-A02,KLNC0073,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,KLNC0073-A02
KLNC0073-A03,KLNC0073,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0073-A03
KLNC0073-A04,KLNC0073,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,KLNC0073-A04
KLNC0073-A05,KLNC0073,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_affluent,cooling_ac,KLNC0073-A05
KLNC0073-A06,KLNC0073,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,KLNC0073-A06
KLNC0073-A07,KLNC0073,lighting,curtailable,13,0.018,0.9,res_evening_dominant,none,KLNC0073-A07
KLNC0073-A08,KLNC0073,television,curtailable,2,0.095,0.85,res_evening_dominant,none,KLNC0073-A08
KLNC0074-A00,KLNC0074,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0074-A00
KLNC0074-A01,KLNC0074,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0074-A01
KLNC0074-A02,KLNC0074,medical_device_home,critical,1,0.12,0.3,flat_always_on,none,KLNC0074-A02
KLNC0074-A03,KLNC0074,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,KLNC0074-A03
KLNC0074-A04,KLNC0074,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0074-A04
KLNC0074-A05,KLNC0074,ceiling_fan,curtailable,2,0.075,0.8,res_fan,cooling_fan,KLNC0074-A05
KLNC0074-A06,KLNC0074,lighting,curtailable,10,0.018,0.9,res_evening_dominant,none,KLNC0074-A06
KLNC0074-A07,KLNC0074,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0074-A07
KLNC0075-A00,KLNC0075,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0075-A00
KLNC0075-A01,KLNC0075,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0075-A01
KLNC0075-A02,KLNC0075,ceiling_fan,curtailable,1,0.075,0.8,res_fan,cooling_fan,KLNC0075-A02
KLNC0075-A03,KLNC0075,lighting,curtailable,6,0.018,0.9,res_evening_dominant,none,KLNC0075-A03
KLNC0075-A04,KLNC0075,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0075-A04
KLNC0076-A00,KLNC0076,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0076-A00
KLNC0076-A01,KLNC0076,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,KLNC0076-A01
KLNC0076-A02,KLNC0076,ceiling_fan,curtailable,1,0.075,0.8,res_fan,cooling_fan,KLNC0076-A02
KLNC0076-A03,KLNC0076,lighting,curtailable,4,0.018,0.9,res_evening_dominant,none,KLNC0076-A03
KLNC0076-A04,KLNC0076,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0076-A04
KLNC0077-A00,KLNC0077,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0077-A00
KLNC0077-A01,KLNC0077,router_and_standby,critical,2,0.035,0.95,flat_always_on,none,KLNC0077-A01
KLNC0077-A02,KLNC0077,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,KLNC0077-A02
KLNC0077-A03,KLNC0077,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0077-A03
KLNC0077-A04,KLNC0077,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,KLNC0077-A04
KLNC0077-A05,KLNC0077,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0077-A05
KLNC0077-A06,KLNC0077,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_affluent,cooling_ac,KLNC0077-A06
KLNC0077-A07,KLNC0077,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,KLNC0077-A07
KLNC0077-A08,KLNC0077,lighting,curtailable,11,0.018,0.9,res_evening_dominant,none,KLNC0077-A08
KLNC0077-A09,KLNC0077,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0077-A09
KLNC0078-A00,KLNC0078,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0078-A00
KLNC0078-A01,KLNC0078,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0078-A01
KLNC0078-A02,KLNC0078,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,KLNC0078-A02
KLNC0078-A03,KLNC0078,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0078-A03
KLNC0078-A04,KLNC0078,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,KLNC0078-A04
KLNC0078-A05,KLNC0078,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0078-A05
KLNC0078-A06,KLNC0078,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_modest,cooling_ac,KLNC0078-A06
KLNC0078-A07,KLNC0078,ceiling_fan,curtailable,2,0.075,0.8,res_fan,cooling_fan,KLNC0078-A07
KLNC0078-A08,KLNC0078,lighting,curtailable,9,0.018,0.9,res_evening_dominant,none,KLNC0078-A08
KLNC0078-A09,KLNC0078,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0078-A09
KLNC0079-A00,KLNC0079,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0079-A00
KLNC0079-A01,KLNC0079,ceiling_fan,curtailable,1,0.075,0.8,res_fan,cooling_fan,KLNC0079-A01
KLNC0079-A02,KLNC0079,lighting,curtailable,4,0.018,0.9,res_evening_dominant,none,KLNC0079-A02
KLNC0080-A00,KLNC0080,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0080-A00
KLNC0080-A01,KLNC0080,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0080-A01
KLNC0080-A02,KLNC0080,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,KLNC0080-A02
KLNC0080-A03,KLNC0080,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0080-A03
KLNC0080-A04,KLNC0080,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,KLNC0080-A04
KLNC0080-A05,KLNC0080,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0080-A05
KLNC0080-A06,KLNC0080,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,KLNC0080-A06
KLNC0080-A07,KLNC0080,lighting,curtailable,5,0.018,0.9,res_evening_dominant,none,KLNC0080-A07
KLNC0080-A08,KLNC0080,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0080-A08
KLNC0081-A00,KLNC0081,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0081-A00
KLNC0081-A01,KLNC0081,ceiling_fan,curtailable,2,0.075,0.8,res_fan,cooling_fan,KLNC0081-A01
KLNC0081-A02,KLNC0081,lighting,curtailable,6,0.018,0.9,res_evening_dominant,none,KLNC0081-A02
KLNC0081-A03,KLNC0081,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0081-A03
KLNC0082-A00,KLNC0082,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0082-A00
KLNC0082-A01,KLNC0082,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0082-A01
KLNC0082-A02,KLNC0082,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,KLNC0082-A02
KLNC0082-A03,KLNC0082,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0082-A03
KLNC0082-A04,KLNC0082,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,KLNC0082-A04
KLNC0082-A05,KLNC0082,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0082-A05
KLNC0082-A06,KLNC0082,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_modest,cooling_ac,KLNC0082-A06
KLNC0082-A07,KLNC0082,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,KLNC0082-A07
KLNC0082-A08,KLNC0082,lighting,curtailable,7,0.018,0.9,res_evening_dominant,none,KLNC0082-A08
KLNC0082-A09,KLNC0082,television,curtailable,1,0.095,0.85,res_evening_dominant,none,KLNC0082-A09
KLNC0083-A00,KLNC0083,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,KLNC0083-A00
KLNC0083-A01,KLNC0083,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,KLNC0083-A01
KLNC0083-A02,KLNC0083,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,KLNC0083-A02
KLNC0083-A03,KLNC0083,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,KLNC0083-A03
KLNC0083-A04,KLNC0083,lighting,curtailable,4,0.018,0.9,res_evening_dominant,none,KLNC0083-A04
KLNC0084-A00,KLNC0084,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,KLNC0084-A00
KLNC0084-A01,KLNC0084,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,KLNC0084-A01
